Series Name,Series Code,Country Name,Country Code,2022 [YR2022]
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Chad,TCD,-1.47040486335754
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Channel Islands,CHI,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Chile,CHL,0.13208432495594
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,China,CHN,-0.45127671957016
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Colombia,COL,-0.62995833158493
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Comoros,COM,-0.226411357522011
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Congo, Dem. Rep."",COD,-1.98448967933655"
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Congo, Rep."",COG,0.0389938205480576"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Costa Rica,CRI,0.956596434116364
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Cote d'Ivoire,CIV,-0.587266504764557
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Croatia,HRV,0.672563254833221
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Cuba,CUB,0.491417795419693
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Curacao,CUW,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Cyprus,CYP,0.423811227083206
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Czechia,CZE,0.814114570617676
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Denmark,DNK,0.86891770362854
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Djibouti,DJI,-0.507386088371277
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Dominica,DMA,1.30801045894623
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Dominican Republic,DOM,0.249287635087967
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Ecuador,ECU,-0.37122431397438
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Egypt, Arab Rep."",EGY,-0.978700578212738"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,El Salvador,SLV,-0.352474838495255
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Equatorial Guinea,GNQ,-0.236288592219353
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Eritrea,ERI,-0.957195043563843
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Estonia,EST,0.727880895137787
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Eswatini,SWZ,-0.210463792085648
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Ethiopia,ETH,-2.07060623168945
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Faroe Islands,FRO,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Fiji,FJI,0.748508632183075
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Finland,FIN,0.894830107688904
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,France,FRA,0.393339216709137
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,French Polynesia,PYF,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Gabon,GAB,0.0603694021701813
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Gambia, The"",GMB,0.0439732819795609"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Georgia,GEO,-0.43653005361557
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Germany,DEU,0.628491878509521
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Ghana,GHA,-0.195024788379669
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Gibraltar,GIB,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Greece,GRC,0.106463775038719
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Greenland,GRL,1.56980299949646
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Grenada,GRD,1.03362321853638
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Guam,GUM,0.816113114356995
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Guatemala,GTM,-0.262850880622864
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Guinea,GIN,-0.838682115077972
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Guinea-Bissau,GNB,-0.385944873094559
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Guyana,GUY,0.0207335669547319
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Haiti,HTI,-1.4191986322403
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Honduras,HND,-0.568361818790436
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Hong Kong SAR, China"",HKG,0.5749272108078"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Hungary,HUN,0.678676307201385
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Iceland,ISL,1.24969923496246
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,India,IND,-0.615027368068695
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Indonesia,IDN,-0.553894221782684
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Iran, Islamic Rep."",IRN,-1.62561237812042"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Iraq,IRQ,-2.40930914878845
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Ireland,IRL,0.88466739654541
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Isle of Man,IMN,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Israel,ISR,-1.22896540164948
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Italy,ITA,0.466298222541809
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Jamaica,JAM,0.364242792129517
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Japan,JPN,1.0326372385025
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Jordan,JOR,-0.234430953860283
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Kazakhstan,KAZ,-0.4683538377285
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Kenya,KEN,-0.947280883789062
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Kiribati,KIR,1.10384833812714
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Korea, Dem. People's Rep."",PRK,-0.430811017751694"
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Korea, Rep."",KOR,0.579976737499237"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Kosovo,XKX,-0.198845237493515
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Kuwait,KWT,0.291892021894455
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Kyrgyz Republic,KGZ,-0.471610426902771
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Lao PDR,LAO,0.789451360702515
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Latvia,LVA,0.48640912771225
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Lebanon,LBN,-1.4225754737854
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Lesotho,LSO,-0.292736917734146
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Liberia,LBR,-0.267271250486374
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Libya,LBY,-2.19370174407959
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Liechtenstein,LIE,1.64275300502777
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Lithuania,LTU,0.653032541275024
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Luxembourg,LUX,1.06439006328583
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Macao SAR, China"",MAC,1.12270271778107"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Madagascar,MDG,-0.480796605348587
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Malawi,MWI,-0.157983273267746
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Malaysia,MYS,0.163117811083794
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Maldives,MDV,0.645002782344818
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mali,MLI,-2.56074357032776
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Malta,MLT,0.911014318466187
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Marshall Islands,MHL,1.0159205198288
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mauritania,MRT,-0.516949355602264
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mauritius,MUS,0.830023586750031
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mexico,MEX,-0.689268112182617
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Micronesia, Fed. Sts."",FSM,1.20921885967255"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Moldova,MDA,-0.659070193767548
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Monaco,MCO,1.18703246116638
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mongolia,MNG,0.529954373836517
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Montenegro,MNE,-0.140881478786469
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Morocco,MAR,-0.362119138240814
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Mozambique,MOZ,-1.26560831069946
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Myanmar,MMR,-2.19571399688721
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Namibia,NAM,0.559885740280151
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nauru,NRU,0.877918004989624
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nepal,NPL,-0.239196881651878
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Netherlands,NLD,0.726799547672272
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,New Caledonia,NCL,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,New Zealand,NZL,1.32116913795471
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nicaragua,NIC,-0.35851177573204
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Niger,NER,-1.46439230442047
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Nigeria,NGA,-1.77890145778656
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,North Macedonia,MKD,0.180839285254478
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Northern Mariana Islands,MNP,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Norway,NOR,0.86123925447464
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Oman,OMN,0.532249212265015
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Pakistan,PAK,-1.83982634544373
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Palau,PLW,1.08399426937103
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Panama,PAN,0.289221227169037
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Papua New Guinea,PNG,-0.659367442131042
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Paraguay,PRY,0.0355493128299713
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Peru,PER,-0.487095445394516
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Philippines,PHL,-0.655268549919128
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Poland,POL,0.505146443843842
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Portugal,PRT,0.795802593231201
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Puerto Rico (US),PRI,0.542631983757019
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Qatar,QAT,0.960249304771423
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Romania,ROU,0.431136310100555
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Russian Federation,RUS,-1.00599670410156
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Rwanda,RWA,0.082752451300621
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Samoa,WSM,1.09655201435089
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,San Marino,SMR,1.18703246116638
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sao Tome and Principe,STP,0.460358828306198
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Saudi Arabia,SAU,-0.355806291103363
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Senegal,SEN,-0.157593667507172
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Serbia,SRB,-0.174069464206696
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Seychelles,SYC,0.762523114681244
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sierra Leone,SLE,-0.0945132076740265
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Singapore,SGP,1.44037234783173
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sint Maarten (Dutch part),SXM,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Slovak Republic,SVK,0.445335745811462
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Slovenia,SVN,0.709335088729858
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Solomon Islands,SLB,0.413905620574951
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Somalia, Fed. Rep."",SOM,-2.42969608306885"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,South Africa,ZAF,-0.681386351585388
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,South Sudan,SSD,-2.21309995651245
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Spain,ESP,0.318843424320221
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sri Lanka,LKA,-0.80430680513382
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Kitts and Nevis,KNA,0.938082098960876
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Lucia,LCA,1.03362321853638
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Martin (French part),MAF,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,St. Vincent and the Grenadines,VCT,1.03362321853638
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sudan,SDN,-2.0769202709198
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Suriname,SUR,0.399689197540283
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Sweden,SWE,0.910905122756958
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Switzerland,CHE,1.15974533557892
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Syrian Arab Republic,SYR,-2.77689838409424
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tajikistan,TJK,-0.740999102592468
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tanzania,TZA,-0.260344117879868
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Thailand,THA,-0.393339306116104
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Timor-Leste,TLS,0.256246715784073
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Togo,TGO,-0.788051605224609
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tonga,TON,1.09290516376495
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Trinidad and Tobago,TTO,0.34842374920845
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tunisia,TUN,-0.594559073448181
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Turkiye,TUR,-1.03223478794098
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Turkmenistan,TKM,-0.110257938504219
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Turks and Caicos Islands,TCA,..
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Tuvalu,TUV,1.18310344219208
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Uganda,UGA,-0.711015820503235
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Ukraine,UKR,-1.94932460784912
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,United Arab Emirates,ARE,0.744183301925659
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,United Kingdom,GBR,0.533176064491272
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,United States,USA,0.00870068650692701
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Uruguay,URY,1.08582961559296
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Uzbekistan,UZB,-0.20133601129055
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Vanuatu,VUT,0.961862087249756
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Venezuela, RB"",VEN,-1.25080645084381"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Viet Nam,VNM,-0.0461320951581001
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Virgin Islands (U.S.),VIR,0.529783725738525
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,West Bank and Gaza,PSE,-1.70195543766022
"Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,""Yemen, Rep."",YEM,-2.462735414505"
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Zambia,ZMB,0.161331877112389
Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,Zimbabwe,ZWE,-0.894974112510681
